w0,w1,w2,w3,a0,a1,a2,a3,direction
260.0,300.0,140.0,100.0,155.0,0,0,27.0,1
260.0,290.0,140.0,110.0,155.0,0,0,17.0,1
260.0,280.0,140.0,120.0,155.0,0,0,7.0,1
260.0,270.0,140.0,130.0,155.0,3.0,0,0,1
250.0,270.0,150.0,130.0,145.0,3.0,0,0,0
240.0,270.0,160.0,130.0,135.0,3.0,0,0,0
230.0,270.0,170.0,130.0,125.0,3.0,0,0,0
220.0,270.0,180.0,130.0,115.0,3.0,0,0,0
210.0,270.0,190.0,130.0,105.0,3.0,0,0,0
200.0,270.0,200.0,130.0,95.0,3.0,0,0,0
190.0,270.0,210.0,130.0,85.0,3.0,0,0,0
180.0,270.0,220.0,130.0,75.0,3.0,0,0,0
170.0,270.0,230.0,130.0,65.0,3.0,0,0,0
160.0,270.0,240.0,130.0,55.0,3.0,0,0,0
150.0,270.0,250.0,130.0,45.0,3.0,0,0,0
140.0,270.0,260.0,130.0,35.0,3.0,0,0,0
130.0,270.0,270.0,130.0,25.0,3.0,0,0,0
120.0,270.0,280.0,130.0,15.0,3.0,0,0,0
110.0,270.0,290.0,130.0,0,0,30.0,86.0,0
110.0,260.0,290.0,140.0,0,0,30.0,76.0,1
110.0,250.0,290.0,150.0,0,0,30.0,66.0,1
110.0,240.0,290.0,160.0,0,0,30.0,56.0,1
110.0,230.0,290.0,170.0,0,0,30.0,46.0,1
110.0,220.0,290.0,180.0,0,0,30.0,36.0,1
110.0,210.0,290.0,190.0,0,0,30.0,26.0,1
110.0,200.0,290.0,200.0,0,0,30.0,16.0,1
110.0,190.0,290.0,210.0,0,0,30.0,6.0,1
110.0,180.0,290.0,220.0,0,4.0,30.0,0,1
120.0,180.0,280.0,220.0,0,4.0,20.0,0,2
130.0,180.0,270.0,220.0,0,4.0,10.0,0,2
140.0,180.0,260.0,220.0,0,0,164.0,14.0,2
140.0,170.0,260.0,230.0,0,0,164.0,4.0,1
150.0,170.0,250.0,230.0,0,0,154.0,4.0,2
160.0,170.0,240.0,230.0,0,0,144.0,4.0,2
170.0,170.0,230.0,230.0,0,0,134.0,4.0,2
180.0,170.0,220.0,230.0,0,0,124.0,4.0,2
190.0,170.0,210.0,230.0,0,0,114.0,4.0,2
200.0,170.0,200.0,230.0,0,0,104.0,4.0,2
210.0,170.0,190.0,230.0,0,0,94.0,4.0,2
220.0,170.0,180.0,230.0,0,0,84.0,4.0,2
230.0,170.0,170.0,230.0,0,0,74.0,4.0,2
240.0,170.0,160.0,230.0,0,0,64.0,4.0,2
250.0,170.0,150.0,230.0,0,0,54.0,4.0,2
260.0,170.0,140.0,230.0,0,0,44.0,4.0,2
270.0,170.0,130.0,230.0,0,0,34.0,4.0,2
280.0,170.0,120.0,230.0,0,0,24.0,4.0,2
290.0,170.0,110.0,230.0,0,0,14.0,4.0,2
300.0,170.0,100.0,230.0,236.0,0,0,5.0,2
290.0,170.0,110.0,230.0,226.0,0,0,5.0,0
280.0,170.0,120.0,230.0,216.0,0,0,5.0,0
270.0,170.0,130.0,230.0,206.0,0,0,5.0,0
260.0,170.0,140.0,230.0,196.0,0,0,5.0,0
250.0,170.0,150.0,230.0,186.0,0,0,5.0,0
240.0,170.0,160.0,230.0,176.0,0,0,5.0,0
230.0,170.0,170.0,230.0,166.0,0,0,5.0,0
220.0,170.0,180.0,230.0,156.0,0,0,5.0,0
210.0,170.0,190.0,230.0,146.0,0,0,5.0,0
200.0,170.0,200.0,230.0,136.0,0,0,5.0,0
190.0,170.0,210.0,230.0,126.0,0,0,5.0,0
180.0,170.0,220.0,230.0,116.0,0,0,5.0,0
170.0,170.0,230.0,230.0,106.0,0,0,5.0,0
160.0,170.0,240.0,230.0,96.0,0,0,5.0,0
150.0,170.0,250.0,230.0,86.0,0,0,5.0,0
140.0,170.0,260.0,230.0,76.0,0,0,5.0,0
130.0,170.0,270.0,230.0,66.0,0,0,5.0,0
120.0,170.0,280.0,230.0,56.0,0,0,5.0,0
110.0,170.0,290.0,230.0,46.0,0,0,5.0,0
100.0,170.0,300.0,230.0,36.0,0,0,5.0,0
90.0,170.0,310.0,230.0,26.0,0,0,5.0,0
80.0,170.0,320.0,230.0,16.0,0,0,5.0,0
70.0,170.0,330.0,230.0,0,0,126.0,45.0,0
70.0,160.0,330.0,240.0,0,0,126.0,35.0,1
70.0,150.0,330.0,250.0,0,0,126.0,25.0,1
70.0,140.0,330.0,260.0,0,0,126.0,15.0,1
70.0,130.0,330.0,270.0,0,0,126.0,5.0,1
80.0,130.0,320.0,270.0,0,0,116.0,5.0,2
90.0,130.0,310.0,270.0,0,0,106.0,5.0,2
100.0,130.0,300.0,270.0,0,0,96.0,5.0,2
110.0,130.0,290.0,270.0,0,0,86.0,5.0,2
120.0,130.0,280.0,270.0,0,0,76.0,5.0,2
130.0,130.0,270.0,270.0,0,0,66.0,5.0,2
140.0,130.0,260.0,270.0,0,0,56.0,5.0,2
150.0,130.0,250.0,270.0,0,0,46.0,5.0,2
160.0,130.0,240.0,270.0,0,0,36.0,5.0,2
170.0,130.0,230.0,270.0,0,0,26.0,5.0,2
180.0,130.0,220.0,270.0,0,0,16.0,5.0,2
190.0,130.0,210.0,270.0,52.0,189.0,0,0,2
190.0,140.0,210.0,260.0,52.0,179.0,0,0,3
190.0,150.0,210.0,250.0,52.0,169.0,0,0,3
190.0,160.0,210.0,240.0,52.0,159.0,0,0,3
190.0,170.0,210.0,230.0,52.0,149.0,0,0,3
190.0,180.0,210.0,220.0,52.0,139.0,0,0,3
190.0,190.0,210.0,210.0,52.0,129.0,0,0,3
190.0,200.0,210.0,200.0,52.0,119.0,0,0,3
190.0,210.0,210.0,190.0,52.0,109.0,0,0,3
190.0,220.0,210.0,180.0,52.0,99.0,0,0,3
190.0,230.0,210.0,170.0,52.0,89.0,0,0,3
190.0,240.0,210.0,160.0,52.0,79.0,0,0,3
190.0,250.0,210.0,150.0,52.0,69.0,0,0,3
190.0,260.0,210.0,140.0,52.0,59.0,0,0,3
190.0,270.0,210.0,130.0,52.0,49.0,0,0,3
190.0,280.0,210.0,120.0,52.0,39.0,0,0,3
190.0,290.0,210.0,110.0,52.0,29.0,0,0,3
190.0,300.0,210.0,100.0,52.0,19.0,0,0,3
190.0,310.0,210.0,90.0,52.0,9.0,0,0,3
190.0,320.0,210.0,80.0,52.0,0,0,1.0,3
180.0,320.0,220.0,80.0,42.0,0,0,1.0,0
170.0,320.0,230.0,80.0,32.0,0,0,1.0,0
160.0,320.0,240.0,80.0,22.0,0,0,1.0,0
150.0,320.0,250.0,80.0,12.0,0,0,1.0,0
140.0,320.0,260.0,80.0,0,19.0,82.0,0,0
140.0,330.0,260.0,70.0,0,9.0,82.0,0,3
140.0,340.0,260.0,60.0,0,0,82.0,1.0,3
150.0,340.0,250.0,60.0,0,0,72.0,1.0,2
160.0,340.0,240.0,60.0,0,0,62.0,1.0,2
170.0,340.0,230.0,60.0,0,0,52.0,1.0,2
180.0,340.0,220.0,60.0,0,0,42.0,1.0,2
190.0,340.0,210.0,60.0,0,0,32.0,1.0,2
200.0,340.0,200.0,60.0,0,0,22.0,1.0,2
210.0,340.0,190.0,60.0,0,0,12.0,1.0,2
220.0,340.0,180.0,60.0,170.0,0,0,259.0,2
220.0,330.0,180.0,70.0,170.0,0,0,249.0,1
220.0,320.0,180.0,80.0,170.0,0,0,239.0,1
220.0,310.0,180.0,90.0,170.0,0,0,229.0,1
220.0,300.0,180.0,100.0,170.0,0,0,219.0,1
220.0,290.0,180.0,110.0,170.0,0,0,209.0,1
220.0,280.0,180.0,120.0,170.0,0,0,199.0,1
220.0,270.0,180.0,130.0,170.0,0,0,189.0,1
220.0,260.0,180.0,140.0,170.0,0,0,179.0,1
220.0,250.0,180.0,150.0,170.0,0,0,169.0,1
220.0,240.0,180.0,160.0,170.0,0,0,159.0,1
220.0,230.0,180.0,170.0,170.0,0,0,149.0,1
220.0,220.0,180.0,180.0,170.0,0,0,139.0,1
220.0,210.0,180.0,190.0,170.0,0,0,129.0,1
220.0,200.0,180.0,200.0,170.0,0,0,119.0,1
220.0,190.0,180.0,210.0,170.0,0,0,109.0,1
220.0,180.0,180.0,220.0,170.0,0,0,99.0,1
220.0,170.0,180.0,230.0,170.0,0,0,89.0,1
220.0,160.0,180.0,240.0,170.0,0,0,79.0,1
220.0,150.0,180.0,250.0,170.0,0,0,69.0,1
220.0,140.0,180.0,260.0,170.0,0,0,59.0,1
220.0,130.0,180.0,270.0,170.0,0,0,49.0,1
220.0,120.0,180.0,280.0,170.0,0,0,39.0,1
220.0,110.0,180.0,290.0,170.0,0,0,29.0,1
220.0,100.0,180.0,300.0,170.0,0,0,19.0,1
220.0,90.0,180.0,310.0,170.0,0,0,9.0,1
220.0,80.0,180.0,320.0,170.0,1.0,0,0,1
210.0,80.0,190.0,320.0,160.0,1.0,0,0,0
200.0,80.0,200.0,320.0,150.0,1.0,0,0,0
190.0,80.0,210.0,320.0,140.0,1.0,0,0,0
180.0,80.0,220.0,320.0,130.0,1.0,0,0,0
170.0,80.0,230.0,320.0,120.0,1.0,0,0,0
160.0,80.0,240.0,320.0,110.0,1.0,0,0,0
150.0,80.0,250.0,320.0,100.0,1.0,0,0,0
140.0,80.0,260.0,320.0,90.0,1.0,0,0,0
130.0,80.0,270.0,320.0,80.0,1.0,0,0,0
120.0,80.0,280.0,320.0,70.0,1.0,0,0,0
110.0,80.0,290.0,320.0,60.0,1.0,0,0,0
100.0,80.0,300.0,320.0,50.0,1.0,0,0,0
90.0,80.0,310.0,320.0,40.0,1.0,0,0,0
80.0,80.0,320.0,320.0,30.0,1.0,0,0,0
70.0,80.0,330.0,320.0,20.0,1.0,0,0,0
60.0,80.0,340.0,320.0,10.0,1.0,0,0,0
50.0,80.0,350.0,320.0,0,109.0,187.0,0,0
50.0,90.0,350.0,310.0,0,99.0,187.0,0,3
50.0,100.0,350.0,300.0,0,89.0,187.0,0,3
50.0,110.0,350.0,290.0,0,79.0,187.0,0,3
50.0,120.0,350.0,280.0,0,69.0,187.0,0,3
50.0,130.0,350.0,270.0,0,59.0,187.0,0,3
50.0,140.0,350.0,260.0,0,49.0,187.0,0,3
50.0,150.0,350.0,250.0,0,39.0,187.0,0,3
50.0,160.0,350.0,240.0,0,29.0,187.0,0,3
50.0,170.0,350.0,230.0,0,19.0,187.0,0,3
50.0,180.0,350.0,220.0,0,9.0,187.0,0,3
50.0,190.0,350.0,210.0,0,0,187.0,1.0,3
60.0,190.0,340.0,210.0,0,0,177.0,1.0,2
70.0,190.0,330.0,210.0,0,0,167.0,1.0,2
80.0,190.0,320.0,210.0,0,0,157.0,1.0,2
90.0,190.0,310.0,210.0,0,0,147.0,1.0,2
100.0,190.0,300.0,210.0,0,0,137.0,1.0,2
110.0,190.0,290.0,210.0,0,0,127.0,1.0,2
120.0,190.0,280.0,210.0,0,0,117.0,1.0,2
130.0,190.0,270.0,210.0,0,0,107.0,1.0,2
140.0,190.0,260.0,210.0,0,0,97.0,1.0,2
150.0,190.0,250.0,210.0,0,0,87.0,1.0,2
160.0,190.0,240.0,210.0,0,0,77.0,1.0,2
170.0,190.0,230.0,210.0,0,0,67.0,1.0,2
180.0,190.0,220.0,210.0,0,0,57.0,1.0,2
190.0,190.0,210.0,210.0,0,0,47.0,1.0,2
200.0,190.0,200.0,210.0,0,0,37.0,1.0,2
210.0,190.0,190.0,210.0,0,0,27.0,1.0,2
220.0,190.0,180.0,210.0,0,0,17.0,1.0,2
230.0,190.0,170.0,210.0,0,49.0,40.0,0,2
230.0,200.0,170.0,200.0,0,39.0,40.0,0,3
230.0,210.0,170.0,190.0,0,29.0,40.0,0,3
230.0,220.0,170.0,180.0,0,19.0,40.0,0,3
230.0,230.0,170.0,170.0,0,9.0,40.0,0,3
230.0,240.0,170.0,160.0,0,0,40.0,1.0,3
240.0,240.0,160.0,160.0,0,0,30.0,1.0,2
250.0,240.0,150.0,160.0,0,0,20.0,1.0,2
260.0,240.0,140.0,160.0,0,0,10.0,1.0,2
270.0,240.0,130.0,160.0,175.0,60.0,0,0,2
270.0,250.0,130.0,150.0,175.0,50.0,0,0,3
270.0,260.0,130.0,140.0,175.0,40.0,0,0,3
270.0,270.0,130.0,130.0,175.0,30.0,0,0,3
270.0,280.0,130.0,120.0,175.0,20.0,0,0,3
270.0,290.0,130.0,110.0,175.0,10.0,0,0,3
270.0,300.0,130.0,100.0,175.0,0.0,0,0,3
260.0,300.0,140.0,100.0,165.0,0.0,0,0,0
250.0,300.0,150.0,100.0,155.0,0.0,0,0,0
240.0,300.0,160.0,100.0,145.0,0.0,0,0,0
230.0,300.0,170.0,100.0,135.0,0.0,0,0,0
220.0,300.0,180.0,100.0,125.0,0.0,0,0,0
210.0,300.0,190.0,100.0,115.0,0.0,0,0,0
200.0,300.0,200.0,100.0,105.0,0.0,0,0,0
190.0,300.0,210.0,100.0,95.0,0.0,0,0,0
180.0,300.0,220.0,100.0,85.0,0.0,0,0,0
170.0,300.0,230.0,100.0,75.0,0.0,0,0,0
160.0,300.0,240.0,100.0,65.0,0.0,0,0,0
150.0,300.0,250.0,100.0,55.0,0.0,0,0,0
140.0,300.0,260.0,100.0,45.0,0.0,0,0,0
130.0,300.0,270.0,100.0,35.0,0.0,0,0,0
120.0,300.0,280.0,100.0,25.0,0.0,0,0,0
110.0,300.0,290.0,100.0,15.0,0.0,0,0,0
100.0,300.0,300.0,100.0,0,0,49.0,164.0,0
100.0,290.0,300.0,110.0,0,0,49.0,154.0,1
100.0,280.0,300.0,120.0,0,0,49.0,144.0,1
100.0,270.0,300.0,130.0,0,0,49.0,134.0,1
100.0,260.0,300.0,140.0,0,0,49.0,124.0,1
100.0,250.0,300.0,150.0,0,0,49.0,114.0,1
100.0,240.0,300.0,160.0,0,0,49.0,104.0,1
100.0,230.0,300.0,170.0,0,0,49.0,94.0,1
100.0,220.0,300.0,180.0,0,0,49.0,84.0,1
100.0,210.0,300.0,190.0,0,0,49.0,74.0,1
100.0,200.0,300.0,200.0,0,0,49.0,64.0,1
100.0,190.0,300.0,210.0,0,0,49.0,54.0,1
100.0,180.0,300.0,220.0,0,0,49.0,44.0,1
100.0,170.0,300.0,230.0,0,0,49.0,34.0,1
100.0,160.0,300.0,240.0,0,0,49.0,24.0,1
100.0,150.0,300.0,250.0,0,0,49.0,14.0,1
100.0,140.0,300.0,260.0,0,0,49.0,4.0,1
110.0,140.0,290.0,260.0,0,0,39.0,4.0,2
120.0,140.0,280.0,260.0,0,0,29.0,4.0,2
130.0,140.0,270.0,260.0,0,0,19.0,4.0,2
140.0,140.0,260.0,260.0,0,0,9.0,4.0,2
150.0,140.0,250.0,260.0,0,4.0,94.0,0,2
160.0,140.0,240.0,260.0,0,4.0,84.0,0,2
170.0,140.0,230.0,260.0,0,4.0,74.0,0,2
180.0,140.0,220.0,260.0,0,4.0,64.0,0,2
190.0,140.0,210.0,260.0,0,4.0,54.0,0,2
200.0,140.0,200.0,260.0,0,4.0,44.0,0,2
210.0,140.0,190.0,260.0,0,4.0,34.0,0,2
220.0,140.0,180.0,260.0,0,4.0,24.0,0,2
230.0,140.0,170.0,260.0,0,4.0,14.0,0,2
240.0,140.0,160.0,260.0,153.0,48.0,0,0,2
240.0,150.0,160.0,250.0,153.0,38.0,0,0,3
240.0,160.0,160.0,240.0,153.0,28.0,0,0,3
240.0,170.0,160.0,230.0,153.0,18.0,0,0,3
240.0,180.0,160.0,220.0,153.0,8.0,0,0,3
240.0,190.0,160.0,210.0,153.0,0,0,2.0,3
230.0,190.0,170.0,210.0,143.0,0,0,2.0,0
220.0,190.0,180.0,210.0,133.0,0,0,2.0,0
210.0,190.0,190.0,210.0,123.0,0,0,2.0,0
200.0,190.0,200.0,210.0,113.0,0,0,2.0,0
190.0,190.0,210.0,210.0,103.0,0,0,2.0,0
180.0,190.0,220.0,210.0,93.0,0,0,2.0,0
170.0,190.0,230.0,210.0,83.0,0,0,2.0,0
160.0,190.0,240.0,210.0,73.0,0,0,2.0,0
150.0,190.0,250.0,210.0,63.0,0,0,2.0,0
140.0,190.0,260.0,210.0,53.0,0,0,2.0,0
130.0,190.0,270.0,210.0,43.0,0,0,2.0,0
120.0,190.0,280.0,210.0,33.0,0,0,2.0,0
110.0,190.0,290.0,210.0,23.0,0,0,2.0,0
100.0,190.0,300.0,210.0,13.0,0,0,2.0,0
90.0,190.0,310.0,210.0,0,0,179.0,39.0,0
90.0,180.0,310.0,220.0,0,0,179.0,29.0,1
90.0,170.0,310.0,230.0,0,0,179.0,19.0,1
90.0,160.0,310.0,240.0,0,0,179.0,9.0,1
90.0,150.0,310.0,250.0,0,1.0,179.0,0,1
100.0,150.0,300.0,250.0,0,1.0,169.0,0,2
110.0,150.0,290.0,250.0,0,1.0,159.0,0,2
120.0,150.0,280.0,250.0,0,1.0,149.0,0,2
130.0,150.0,270.0,250.0,0,1.0,139.0,0,2
140.0,150.0,260.0,250.0,0,1.0,129.0,0,2
150.0,150.0,250.0,250.0,0,1.0,119.0,0,2
160.0,150.0,240.0,250.0,0,1.0,109.0,0,2
170.0,150.0,230.0,250.0,0,1.0,99.0,0,2
180.0,150.0,220.0,250.0,0,1.0,89.0,0,2
190.0,150.0,210.0,250.0,0,1.0,79.0,0,2
200.0,150.0,200.0,250.0,0,1.0,69.0,0,2
210.0,150.0,190.0,250.0,0,1.0,59.0,0,2
220.0,150.0,180.0,250.0,0,1.0,49.0,0,2
230.0,150.0,170.0,250.0,0,1.0,39.0,0,2
240.0,150.0,160.0,250.0,0,1.0,29.0,0,2
250.0,150.0,150.0,250.0,0,1.0,19.0,0,2
260.0,150.0,140.0,250.0,0,1.0,9.0,0,2
270.0,150.0,130.0,250.0,71.0,127.0,0,0,2
270.0,160.0,130.0,240.0,71.0,117.0,0,0,3
270.0,170.0,130.0,230.0,71.0,107.0,0,0,3
270.0,180.0,130.0,220.0,71.0,97.0,0,0,3
270.0,190.0,130.0,210.0,71.0,87.0,0,0,3
270.0,200.0,130.0,200.0,71.0,77.0,0,0,3
270.0,210.0,130.0,190.0,71.0,67.0,0,0,3
270.0,220.0,130.0,180.0,71.0,57.0,0,0,3
270.0,230.0,130.0,170.0,71.0,47.0,0,0,3
270.0,240.0,130.0,160.0,71.0,37.0,0,0,3
270.0,250.0,130.0,150.0,71.0,27.0,0,0,3
270.0,260.0,130.0,140.0,71.0,17.0,0,0,3
270.0,270.0,130.0,130.0,71.0,7.0,0,0,3
270.0,280.0,130.0,120.0,71.0,0,0,3.0,3
260.0,280.0,140.0,120.0,61.0,0,0,3.0,0
250.0,280.0,150.0,120.0,51.0,0,0,3.0,0
240.0,280.0,160.0,120.0,41.0,0,0,3.0,0
230.0,280.0,170.0,120.0,31.0,0,0,3.0,0
220.0,280.0,180.0,120.0,21.0,0,0,3.0,0
210.0,280.0,190.0,120.0,11.0,0,0,3.0,0
200.0,280.0,200.0,120.0,0,0,72.0,147.0,0
200.0,270.0,200.0,130.0,0,0,72.0,137.0,1
200.0,260.0,200.0,140.0,0,0,72.0,127.0,1
200.0,250.0,200.0,150.0,0,0,72.0,117.0,1
200.0,240.0,200.0,160.0,0,0,72.0,107.0,1
200.0,230.0,200.0,170.0,0,0,72.0,97.0,1
200.0,220.0,200.0,180.0,0,0,72.0,87.0,1
200.0,210.0,200.0,190.0,0,0,72.0,77.0,1
200.0,200.0,200.0,200.0,0,0,72.0,67.0,1
200.0,190.0,200.0,210.0,0,0,72.0,57.0,1
200.0,180.0,200.0,220.0,0,0,72.0,47.0,1
200.0,170.0,200.0,230.0,0,0,72.0,37.0,1
200.0,160.0,200.0,240.0,0,0,72.0,27.0,1
200.0,150.0,200.0,250.0,0,0,72.0,17.0,1
200.0,140.0,200.0,260.0,0,0,72.0,7.0,1
200.0,130.0,200.0,270.0,0,3.0,72.0,0,1
210.0,130.0,190.0,270.0,0,3.0,62.0,0,2
220.0,130.0,180.0,270.0,0,3.0,52.0,0,2
230.0,130.0,170.0,270.0,0,3.0,42.0,0,2
240.0,130.0,160.0,270.0,0,3.0,32.0,0,2
250.0,130.0,150.0,270.0,0,3.0,22.0,0,2
260.0,130.0,140.0,270.0,0,3.0,12.0,0,2
270.0,130.0,130.0,270.0,45.0,23.0,0,0,2
270.0,140.0,130.0,260.0,45.0,13.0,0,0,3
270.0,150.0,130.0,250.0,45.0,3.0,0,0,3
260.0,150.0,140.0,250.0,35.0,3.0,0,0,0
250.0,150.0,150.0,250.0,25.0,3.0,0,0,0
240.0,150.0,160.0,250.0,15.0,3.0,0,0,0
230.0,150.0,170.0,250.0,0,0,81.0,52.0,0
230.0,140.0,170.0,260.0,0,0,81.0,42.0,1
230.0,130.0,170.0,270.0,0,0,81.0,32.0,1
230.0,120.0,170.0,280.0,0,0,81.0,22.0,1
230.0,110.0,170.0,290.0,0,0,81.0,12.0,1
230.0,100.0,170.0,300.0,0,0,81.0,2.0,1
240.0,100.0,160.0,300.0,0,0,71.0,2.0,2
250.0,100.0,150.0,300.0,0,0,61.0,2.0,2
260.0,100.0,140.0,300.0,0,0,51.0,2.0,2
270.0,100.0,130.0,300.0,0,0,41.0,2.0,2
280.0,100.0,120.0,300.0,0,0,31.0,2.0,2
290.0,100.0,110.0,300.0,0,0,21.0,2.0,2
300.0,100.0,100.0,300.0,0,0,11.0,2.0,2
310.0,100.0,90.0,300.0,0,54.0,41.0,0,2
310.0,110.0,90.0,290.0,0,44.0,41.0,0,3
310.0,120.0,90.0,280.0,0,34.0,41.0,0,3
310.0,130.0,90.0,270.0,0,24.0,41.0,0,3
310.0,140.0,90.0,260.0,0,14.0,41.0,0,3
310.0,150.0,90.0,250.0,0,4.0,41.0,0,3
320.0,150.0,80.0,250.0,0,4.0,31.0,0,2
330.0,150.0,70.0,250.0,0,4.0,21.0,0,2
340.0,150.0,60.0,250.0,0,4.0,11.0,0,2
350.0,150.0,50.0,250.0,0,80.0,2.0,0,2
360.0,150.0,40.0,250.0,8.0,80.0,0,0,2
360.0,160.0,40.0,240.0,8.0,70.0,0,0,3
360.0,170.0,40.0,230.0,8.0,60.0,0,0,3
360.0,180.0,40.0,220.0,8.0,50.0,0,0,3
360.0,190.0,40.0,210.0,8.0,40.0,0,0,3
360.0,200.0,40.0,200.0,8.0,30.0,0,0,3
360.0,210.0,40.0,190.0,8.0,20.0,0,0,3
360.0,220.0,40.0,180.0,8.0,10.0,0,0,3
360.0,230.0,40.0,170.0,311.0,120.0,0,0,3
360.0,240.0,40.0,160.0,311.0,110.0,0,0,3
360.0,250.0,40.0,150.0,311.0,100.0,0,0,3
360.0,260.0,40.0,140.0,311.0,90.0,0,0,3
360.0,270.0,40.0,130.0,311.0,80.0,0,0,3
360.0,280.0,40.0,120.0,311.0,70.0,0,0,3
360.0,290.0,40.0,110.0,311.0,60.0,0,0,3
360.0,300.0,40.0,100.0,311.0,50.0,0,0,3
360.0,310.0,40.0,90.0,311.0,40.0,0,0,3
360.0,320.0,40.0,80.0,311.0,30.0,0,0,3
360.0,330.0,40.0,70.0,311.0,20.0,0,0,3
360.0,340.0,40.0,60.0,311.0,10.0,0,0,3
360.0,350.0,40.0,50.0,311.0,0.0,0,0,3
350.0,350.0,50.0,50.0,301.0,0.0,0,0,0
340.0,350.0,60.0,50.0,291.0,0.0,0,0,0
330.0,350.0,70.0,50.0,281.0,0.0,0,0,0
320.0,350.0,80.0,50.0,271.0,0.0,0,0,0
310.0,350.0,90.0,50.0,261.0,0.0,0,0,0
300.0,350.0,100.0,50.0,251.0,0.0,0,0,0
290.0,350.0,110.0,50.0,241.0,0.0,0,0,0
280.0,350.0,120.0,50.0,231.0,0.0,0,0,0
270.0,350.0,130.0,50.0,221.0,0.0,0,0,0
260.0,350.0,140.0,50.0,211.0,0.0,0,0,0
250.0,350.0,150.0,50.0,201.0,0.0,0,0,0
240.0,350.0,160.0,50.0,191.0,0.0,0,0,0
230.0,350.0,170.0,50.0,181.0,0.0,0,0,0
220.0,350.0,180.0,50.0,171.0,0.0,0,0,0
210.0,350.0,190.0,50.0,161.0,0.0,0,0,0
200.0,350.0,200.0,50.0,151.0,0.0,0,0,0
190.0,350.0,210.0,50.0,141.0,0.0,0,0,0
180.0,350.0,220.0,50.0,131.0,0.0,0,0,0
170.0,350.0,230.0,50.0,121.0,0.0,0,0,0
160.0,350.0,240.0,50.0,111.0,0.0,0,0,0
150.0,350.0,250.0,50.0,101.0,0.0,0,0,0
140.0,350.0,260.0,50.0,91.0,0.0,0,0,0
130.0,350.0,270.0,50.0,81.0,0.0,0,0,0
120.0,350.0,280.0,50.0,71.0,0.0,0,0,0
110.0,350.0,290.0,50.0,61.0,0.0,0,0,0
100.0,350.0,300.0,50.0,51.0,0.0,0,0,0
90.0,350.0,310.0,50.0,41.0,0.0,0,0,0
80.0,350.0,320.0,50.0,31.0,0.0,0,0,0
70.0,350.0,330.0,50.0,21.0,0.0,0,0,0
60.0,350.0,340.0,50.0,11.0,0.0,0,0,0
50.0,350.0,350.0,50.0,0,0,173.0,261.0,0
50.0,340.0,350.0,60.0,0,0,173.0,251.0,1
50.0,330.0,350.0,70.0,0,0,173.0,241.0,1
50.0,320.0,350.0,80.0,0,0,173.0,231.0,1
50.0,310.0,350.0,90.0,0,0,173.0,221.0,1
50.0,300.0,350.0,100.0,0,0,173.0,211.0,1
50.0,290.0,350.0,110.0,0,0,173.0,201.0,1
50.0,280.0,350.0,120.0,0,0,173.0,191.0,1
50.0,270.0,350.0,130.0,0,0,173.0,181.0,1
50.0,260.0,350.0,140.0,0,0,173.0,171.0,1
50.0,250.0,350.0,150.0,0,0,173.0,161.0,1
50.0,240.0,350.0,160.0,0,0,173.0,151.0,1
50.0,230.0,350.0,170.0,0,0,173.0,141.0,1
50.0,220.0,350.0,180.0,0,0,173.0,131.0,1
50.0,210.0,350.0,190.0,0,0,173.0,121.0,1
50.0,200.0,350.0,200.0,0,0,173.0,111.0,1
50.0,190.0,350.0,210.0,0,0,173.0,101.0,1
50.0,180.0,350.0,220.0,0,0,173.0,91.0,1
50.0,170.0,350.0,230.0,0,0,173.0,81.0,1
50.0,160.0,350.0,240.0,0,0,173.0,71.0,1
50.0,150.0,350.0,250.0,0,0,173.0,61.0,1
50.0,140.0,350.0,260.0,0,0,173.0,51.0,1
50.0,130.0,350.0,270.0,0,0,173.0,41.0,1
50.0,120.0,350.0,280.0,0,0,173.0,31.0,1
50.0,110.0,350.0,290.0,0,0,173.0,21.0,1
50.0,100.0,350.0,300.0,0,0,173.0,11.0,1
50.0,90.0,350.0,310.0,0,0,173.0,1.0,1
60.0,90.0,340.0,310.0,0,0,163.0,1.0,2
70.0,90.0,330.0,310.0,0,0,153.0,1.0,2
80.0,90.0,320.0,310.0,0,0,143.0,1.0,2
90.0,90.0,310.0,310.0,0,0,133.0,1.0,2
100.0,90.0,300.0,310.0,0,0,123.0,1.0,2
110.0,90.0,290.0,310.0,0,0,113.0,1.0,2
120.0,90.0,280.0,310.0,0,0,103.0,1.0,2
130.0,90.0,270.0,310.0,0,0,93.0,1.0,2
140.0,90.0,260.0,310.0,0,0,83.0,1.0,2
150.0,90.0,250.0,310.0,0,0,73.0,1.0,2
160.0,90.0,240.0,310.0,0,0,63.0,1.0,2
170.0,90.0,230.0,310.0,0,0,53.0,1.0,2
180.0,90.0,220.0,310.0,0,0,43.0,1.0,2
190.0,90.0,210.0,310.0,0,0,33.0,1.0,2
200.0,90.0,200.0,310.0,0,0,23.0,1.0,2
210.0,90.0,190.0,310.0,0,0,13.0,1.0,2
220.0,90.0,180.0,310.0,13.0,71.0,0,0,2
220.0,100.0,180.0,300.0,13.0,61.0,0,0,3
220.0,110.0,180.0,290.0,13.0,51.0,0,0,3
220.0,120.0,180.0,280.0,13.0,41.0,0,0,3
